customerid,average_order_value,time_between_purchases_log,purchase_behavior,churn_probability
CUST_XH5D25,99.26,77,11,0
CUST_1X8X4P,180.7,57,16,1
CUST_4J0Z1T,190.46,84,8,1
CUST_DLUH1W,72.76,28,12,1
CUST_GL8CSV,99.74,84,6,1
CUST_I0FT8G,48.43,83,12,1
CUST_LV5WCO,198.69,87,14,1
CUST_9F3MJI,67.9,5,15,0
CUST_2IXRCO,122.17,55,2,0
CUST_0GM594,198.54,78,6,1
CUST_A96TEA,96.81,75,17,1
CUST_YVI8EY,170.98,32,17,1
CUST_LXUIW5,137.79,42,8,0
CUST_C3O04O,41.29,85,5,0
CUST_EAJ4NJ,79.55,76,5,0
CUST_QQGPSZ,195.51,82,7,1
CUST_G8XKJJ,152.49,36,11,0
CUST_W6M1AS,161.54,45,11,0
CUST_N31TKU,31.68,40,18,0
CUST_MKMY91,53.55,28,15,1
CUST_1GHDAR,44.37,81,1,1
CUST_E1HPE8,171.87,8,7,0
CUST_SYSB32,97.22,50,16,1
CUST_QVDBXZ,115.08,21,1,1
CUST_LHQPT8,154.61,8,10,1
CUST_7W80R0,29.27,85,14,0
CUST_I1YNH5,104.08,89,1,0
CUST_39M7DT,66.48,81,12,0
CUST_QABK3V,131.6,60,19,1
CUST_SJ093B,79.97,22,14,0
CUST_JP4XVQ,78.19,87,11,1
CUST_71X84C,89.61,75,8,1
CUST_DYCA8O,108.62,26,1,0
CUST_DU0E1O,115.86,67,14,0
CUST_BP1CZW,23.99,17,19,1
CUST_YTVU86,23.42,39,3,0
CUST_0PDJFY,48.66,80,2,0
CUST_GDSEDU,79.11,14,2,1
CUST_FQBRQT,172.17,46,8,0
CUST_23STW9,157.01,88,14,1
CUST_HEQVH1,26.76,68,9,1
CUST_2FC486,46.37,11,16,1
CUST_228MUP,96.64,12,2,1
CUST_7M9JYA,126.86,35,4,0
CUST_ROERVN,147.93,69,13,0
CUST_JBSTND,129.73,51,4,1
CUST_855RBP,52.05,42,7,1
CUST_S59ZVC,104.71,74,14,1
CUST_LAW5LV,132.65,59,10,0
CUST_P9RD8T,153.4,73,5,1
CUST_SC5X04,149.57,41,10,1
CUST_9WNWEZ,171.08,32,6,1
CUST_YNBRYQ,29.44,80,2,0
CUST_YRYBHG,54.54,15,8,1
CUST_F2Q94H,95.97,74,16,0
CUST_RZ8OGE,99.14,83,6,1
CUST_WYQADT,177.04,9,5,0
CUST_O7LHAO,90.89,17,7,1
CUST_EHSN3R,106.62,32,8,1
CUST_DXD4EI,189.42,26,7,0
CUST_T2A5V9,27.99,20,5,0
CUST_3NRQ8G,46.37,13,1,0
CUST_G48HV6,128.34,70,2,0
CUST_TCLHUG,37.47,12,18,1
CUST_RD8AL6,58.42,70,11,1
CUST_3ZDG6Z,186.83,61,8,0
CUST_1YOB21,175.66,57,6,0
CUST_OYX7HV,138.78,29,3,0
CUST_59HBRU,60.31,70,16,1
CUST_WZ47MF,25.37,7,16,0
CUST_8YHHN6,156.3,25,9,0
CUST_OLFDFE,59.19,55,15,1
CUST_TFZWKI,73.03,23,12,0
CUST_MCA5HI,101.55,10,11,1
CUST_SO0BEJ,93.69,47,1,1
CUST_CKNNO7,76.91,63,12,1
CUST_N0ZPOL,55.25,32,17,0
CUST_2IQ1IW,178.95,9,3,0
CUST_GGCQH2,128.09,36,2,1
CUST_S6NYTB,141.91,21,8,0
CUST_Q4J6JQ,169.88,7,18,1
CUST_NVPSD8,70.99,66,4,1
CUST_1EOR0T,40.43,35,7,0
CUST_43LUWC,37.04,53,19,1
CUST_FKK6O0,125.17,70,17,1
CUST_B2STDR,41.85,62,6,1
CUST_2BVGRC,112.26,9,1,1
CUST_GBX5CW,28.91,39,7,0
CUST_APLPAC,71.51,64,9,1
CUST_VHI2H5,41.26,82,3,1
CUST_SX2DXE,73.12,32,3,0
CUST_S8T6BC,189.33,52,19,0
CUST_8UG2G7,74.43,26,9,0
CUST_SK229L,182.21,70,8,1
CUST_W4O6PT,145.48,76,15,1
CUST_DVFBP1,21.75,76,7,0
CUST_243EQA,125.44,14,4,1
CUST_UAVMKF,64.29,9,18,1
CUST_SGXT2C,160.66,56,19,0
CUST_G8HU0Y,169.44,31,13,0
CUST_9YVQV6,178.35,34,1,0
CUST_9I3KSV,41.43,16,19,1
CUST_LR4FH4,150.41,49,19,1
CUST_ITH3SL,76.61,48,4,1
CUST_QX5W3V,30.28,86,8,1
CUST_HT6GBV,112.57,67,7,0
CUST_75PQQ0,94.59,14,12,0
CUST_5WSMYI,30.37,53,13,1
CUST_1MVFFQ,174,36,1,1
CUST_D6EENA,124.46,20,4,0
CUST_6CUME5,189.89,26,7,1
CUST_WFI86N,169.75,77,4,1
CUST_0OCAX6,129.83,18,1,0
CUST_KQC4J6,80.56,88,9,0
CUST_HCBMJC,194.9,57,6,1
CUST_W11HDZ,168.69,5,13,1
CUST_56YSZP,80.72,63,15,0
CUST_72CG91,103.89,62,2,0
CUST_DBZT4Y,190.26,18,14,0
CUST_KD8Z2H,40.28,50,1,0
CUST_1KWD7T,172.58,8,8,0
CUST_L5137D,117.1,76,14,0
CUST_O9ED3E,88.15,87,6,1
CUST_CVGKUK,93.97,45,14,0
CUST_NMN30W,83.41,34,13,0
CUST_JL1V6F,74.39,32,9,0
CUST_90BC10,23.24,65,14,1
CUST_EC5OLS,168.23,14,1,0
CUST_L6R9SC,130.75,33,10,0
CUST_QHV233,186.58,68,18,0
CUST_BIKM9U,138.04,47,12,0
CUST_IOWCTF,178.81,74,4,1
CUST_YIQLMO,153.17,75,14,0
CUST_7ACP2W,44.16,22,8,0
CUST_G0KXD0,54.32,77,19,1
CUST_V58BDN,25.19,7,3,0
CUST_IMM631,60.95,71,16,1
CUST_C5QDB7,36.39,27,10,0
CUST_AT2F0K,137.14,39,1,1
CUST_CMCKEB,159.36,10,17,0
CUST_GPR1DG,75.7,79,9,1
CUST_I07FZK,122.71,74,1,1
CUST_AXFJZ9,174.99,74,10,0
CUST_AQEYSE,90.81,80,11,1
CUST_M40O01,192.96,79,7,0
CUST_ZT9KUR,89.67,70,16,0
CUST_4R85KR,67.76,44,6,0
CUST_1HVUWI,139.2,43,5,1
CUST_K8UHB3,94.64,5,5,1
CUST_PZ0ZB7,28.35,47,18,1
CUST_B29PP4,64.14,17,2,1
CUST_SLRUQ3,147.35,40,16,1
CUST_HU0CZF,192.32,44,17,1
CUST_UHQAN3,29.57,80,5,0
CUST_BSO94V,94.84,22,14,1
CUST_NOOTW1,109.88,49,12,1
CUST_MLYU5V,138.4,5,19,1
CUST_OIGYN3,85.56,6,14,1
CUST_HP55CL,26.99,69,3,0
CUST_00JPHJ,94.76,15,3,0
CUST_ZWO156,115.25,40,1,0
CUST_7U1XC8,170.66,21,19,1
CUST_83BI5L,176.42,26,18,1
CUST_QO0UXL,64.32,61,5,1
CUST_0HZGL1,160.33,23,11,1
CUST_L64O8S,158.43,41,8,1
CUST_Y83RAE,68.84,8,4,0
CUST_3RP8JE,185.47,26,18,1
CUST_8TXBGW,24.3,27,14,0
CUST_WT60W2,119.55,71,10,0
CUST_EGI0XZ,89.15,52,7,1
CUST_UTA03Q,190.01,33,5,0
CUST_DI8MAW,40.04,18,1,1
CUST_C69TQF,199.2,19,3,1
CUST_DWJAD2,63.02,68,18,0
CUST_YU2I4Y,151.56,85,8,0
CUST_YHLT60,189.69,65,17,1
CUST_UZXF7H,80.06,84,11,1
CUST_ZET3EB,113.6,28,6,1
CUST_AKEAR3,73.92,29,9,1
CUST_6JU89H,184.51,38,10,0
CUST_BO41HL,46.79,82,15,1
CUST_SQHMVC,115.98,43,13,0
CUST_8QGE70,75.73,27,7,0
CUST_L1TX5B,97.82,29,17,0
CUST_VXKXVB,126.42,46,7,1
CUST_EUYKJX,105.33,6,9,0
CUST_ZNNFQ8,185.5,65,14,1
CUST_JP0WPG,52.85,10,12,1
CUST_F8CUTI,101.46,53,12,1
CUST_OFIW8Z,53.68,41,6,1
CUST_DUCQOA,159.12,10,18,1
CUST_QTP5OA,30.01,56,17,0
CUST_JSFQK1,153.13,87,7,0
CUST_N781P1,120.89,89,14,1
CUST_6P5SZL,119.23,67,3,0
CUST_6PN7PQ,30.15,12,17,0
CUST_WCIP5R,196.56,16,3,0
CUST_Q0Z9KC,165.93,34,7,1
CUST_KK1PZN,129.59,74,4,0
CUST_H4CZ19,39.83,34,16,1
CUST_UIIDH0,175.13,37,5,0
CUST_9B07QB,48.78,58,9,1
CUST_JYJ6P7,177.94,43,19,0
CUST_X1K6HF,127.25,24,5,0
CUST_8TZ313,45.26,8,4,1
CUST_MV82N2,180.01,56,9,0
CUST_IA7CNJ,136.62,78,9,0
CUST_IWCDG3,122.84,72,11,0
CUST_ER1TR6,21.64,73,15,0
CUST_FQH90C,194.48,62,8,1
CUST_CJJI6E,147.2,85,3,1
CUST_6HY6H9,128.51,62,9,0
CUST_451N6C,188.79,18,13,1
CUST_DLK1QI,137.58,52,8,0
CUST_JLA74Y,170.06,62,16,1
CUST_SOIUIJ,185.02,67,18,1
CUST_OC92Q1,193.48,12,4,1
CUST_5UM9AE,91.69,23,5,0
CUST_3XP355,106.65,51,14,0
CUST_1FLK11,83.65,67,14,1
CUST_9R2IS8,79.11,15,13,0
CUST_TKKG1J,170.93,87,3,0
CUST_I0QRMG,95.23,27,3,1
CUST_RZ8OAR,76.96,72,9,1
CUST_O1IRUK,62.09,57,4,0
CUST_FOW7KM,116.15,89,10,0
CUST_DF1LNW,186.55,68,7,0
CUST_4RUO40,169.14,35,15,1
CUST_VYWO5B,148.18,74,14,0
CUST_03VB70,166.91,17,16,1
CUST_QTD2OH,137.92,78,5,1
CUST_M14KH8,117.89,86,7,0
CUST_LFAYB4,184.72,29,8,1
CUST_7WS7QT,63.15,76,6,1
CUST_KQTQGN,156.1,71,3,0
CUST_ZPLNYP,143.27,40,11,0
CUST_5Y827N,45.21,50,5,0
CUST_ZUXD4Q,34.05,71,2,0
CUST_F3VY4I,169.86,23,19,1
CUST_4KBML7,72.15,18,10,0
CUST_U39INM,189.44,29,9,0
CUST_MXAI99,24.56,66,10,1
CUST_QYMY42,199.53,88,16,0
CUST_50Q8YU,134.65,48,15,0
CUST_SFA3JB,110.41,6,9,1
CUST_DAA3Q8,71.11,89,13,0
CUST_FV2SDO,145.93,35,16,1
CUST_R78OLL,22.76,58,15,0
CUST_NMIM67,37.72,79,5,0
CUST_DFTYOW,41.81,74,10,1
CUST_PNWYM9,137.32,70,6,1
CUST_0QYAG6,86.55,75,15,1
CUST_G8GB3Y,67.72,87,3,1
CUST_2FR077,108.92,30,14,0
CUST_XBZCAT,57.4,74,7,0
CUST_LGM1KY,129.36,9,14,1
CUST_SILGIJ,97.64,63,4,1
CUST_ZD1QLT,100.08,30,1,0
CUST_0MSP1L,44.92,39,19,0
CUST_BTA093,186.8,62,5,0
CUST_UP13FO,144.51,78,9,1
CUST_OWMOK8,152.07,57,7,0
CUST_BBFJPX,49.72,9,10,1
CUST_X4MP3T,143.05,34,17,1
CUST_ORNC1F,33.63,82,17,1
CUST_NYQG17,40.31,39,1,1
CUST_OFH2OJ,91.14,83,6,1
CUST_8Y94RO,102.21,75,1,0
CUST_D1LCJ5,124.36,47,4,0
CUST_V3YFA4,132.56,38,2,1
CUST_E7XDRZ,96.32,76,8,0
CUST_09IFDZ,79.13,35,12,1
CUST_NO8KJR,76.88,86,16,0
CUST_JVF6X9,99.18,63,3,1
CUST_FQY1DB,44.92,37,13,0
CUST_8TLAJY,83.34,16,5,0
CUST_5WXKEV,48.42,59,3,1
CUST_C1G5AI,95.76,20,14,1
CUST_6K2EUD,99.16,55,5,0
CUST_I8E4G5,140.49,40,10,0
CUST_XIAXTF,158.5,42,6,1
CUST_RK6UA6,109.21,30,4,0
CUST_PK4WRE,190.58,15,1,0
CUST_RRVH66,181,87,14,1
CUST_4Z7H55,74.95,81,1,1
CUST_DTWYQX,180.06,15,10,1
CUST_VPSUFT,85.09,48,1,1
CUST_27022Q,144.49,47,10,0
CUST_9DNTX2,111.84,47,4,1
CUST_PKQUJQ,21.04,86,18,1
CUST_Z1DPAO,47.13,39,9,0
CUST_Y21NFL,47.76,76,5,1
CUST_1MCOCC,189.94,50,1,0
CUST_ZEV7C4,80.79,30,10,0
CUST_ZTCLGP,172.64,87,17,1
CUST_UGZG54,107.75,52,16,0
CUST_K4PJCO,60.17,36,6,0
CUST_NGVW5A,128.13,49,12,1
CUST_6QA0YC,183.7,7,18,0
CUST_IN4LX9,195.1,11,19,0
CUST_K9YBGP,190.17,49,15,0
CUST_RMQZO4,186.27,65,5,1
CUST_3ZV9D1,114.47,11,3,0
CUST_L6V83G,103.26,32,12,0
CUST_PC0BGH,78.02,62,13,1
CUST_OSDS76,128.11,35,7,0
CUST_955W45,167.1,60,14,1
CUST_O3K4TP,114.47,89,14,0
CUST_FJPJ16,65.97,22,13,0
CUST_TIOFAR,189.84,29,5,1
CUST_IOHFAU,47.67,33,2,0
CUST_F8X69V,194.31,89,4,1
CUST_9WNA57,23.11,34,4,0
CUST_WC4RNM,80.24,79,6,0
CUST_F8MW15,154.77,10,13,0
CUST_1JSTLT,44.83,62,7,1
CUST_DMX1SH,143.67,46,6,0
CUST_A4LY1R,114.13,57,3,0
CUST_94VGTZ,80.74,81,8,1
CUST_0PHL02,89.04,23,19,0
CUST_WUP0VJ,177.9,62,7,0
CUST_KG4CL1,140.04,39,9,1
CUST_0642PB,89.46,59,12,0
CUST_DJC6KV,25.45,73,19,1
CUST_QTMV59,59.5,67,1,1
CUST_SQAY60,109.49,18,13,0
CUST_W9WN0S,152.07,78,16,1
CUST_3KAKHW,87.68,24,13,0
CUST_UT4QNR,194.54,7,10,0
CUST_LKCQCT,91.57,32,12,1
CUST_9XIDEQ,87.75,60,1,0
CUST_EHXRPM,114.44,56,1,1
CUST_RZ3H42,38.18,85,17,0
CUST_YCKH27,86.47,19,12,0
CUST_9Q8I6W,152.58,5,12,0
CUST_BZYXEW,70.94,52,19,0
CUST_WITISJ,110.11,70,17,0
CUST_YCQ2GN,173.21,80,8,0
CUST_5I7CIW,148.92,77,1,0
CUST_GBL5W8,28.7,17,7,0
CUST_CYJVVM,20.65,16,15,1
CUST_QJLN2Z,46.18,10,12,0
CUST_2W9O0F,114.42,30,5,1
CUST_9J5X02,20.74,54,16,0
CUST_YESAAL,29.1,68,4,0
CUST_M35LCN,39.03,14,17,1
CUST_EBWABC,22.39,26,5,1
CUST_9OYG02,136.88,9,19,0
CUST_PQRHXV,157.66,38,1,1
CUST_PWN4B0,174.39,60,8,1
CUST_P9TLZP,176.79,44,11,0
CUST_GSAYC3,101.2,89,5,1
CUST_07FIBA,179.56,66,15,0
CUST_7JLO5T,61.14,58,7,1
CUST_T7QOUD,75.62,49,1,1
CUST_T2B6LN,163.46,58,3,0
CUST_92T6CY,40.59,58,11,0
CUST_JVUVDJ,88.85,22,19,0
CUST_SCUN1J,182.07,62,14,0
CUST_E1ZPYN,118.69,6,14,0
CUST_9ASNWN,184.33,11,18,0
CUST_UXHW4D,105.23,49,10,0
CUST_KRIBKJ,126.2,33,9,0
CUST_HOD9OB,132.79,16,17,1
CUST_5U4EG3,94.09,69,4,1
CUST_KA323X,146.4,74,6,0
CUST_9C4IVZ,38.07,63,5,1
CUST_M0OCH4,170.17,38,16,1
CUST_WJX7A1,145.32,52,10,1
CUST_KXFHLU,126.92,57,5,0
CUST_TFBOJ2,152.14,18,10,1
CUST_RAPPPH,108.02,32,1,0
CUST_2A8PC3,58.54,18,15,1
CUST_UEI054,71.62,72,14,0
CUST_GBFDQ8,142.47,8,1,1
CUST_5LGOWC,176.3,59,6,0
CUST_WXOQ5M,52.93,15,5,1
CUST_KV6OA1,22.3,58,10,1
CUST_XRSCIE,161.12,63,16,1
CUST_D6PLG7,103.56,89,9,0
CUST_6WHN44,134.38,67,11,0
CUST_YG84JT,136.71,32,16,0
CUST_NUPGMC,75.52,37,18,1
CUST_FRLKZE,87.68,70,6,0
CUST_F05D0F,108.19,22,10,0
CUST_4D0YKR,76.09,52,16,0
CUST_M4SFTI,70.17,79,18,1
CUST_21CJFO,23.55,39,19,1
CUST_W62UDS,129.76,17,18,1
CUST_6IVIS6,79.55,20,11,1
CUST_9IBEPW,176.79,49,4,1
CUST_J3TIAH,192.41,61,7,0
CUST_WLYQOZ,77.2,50,3,1
CUST_03040D,128.83,52,11,1
CUST_JHXWG0,129.84,86,3,0
CUST_DEPZGJ,191.73,83,11,1
CUST_0KHCK4,109.7,86,5,0
CUST_WQ5GUX,65.59,75,15,1
CUST_LACE0F,42.51,24,14,1
CUST_PU84KT,33.73,58,19,0
CUST_ONMSFX,150.73,71,17,0
CUST_H77C1R,112.55,6,11,1
CUST_61T17U,106.12,84,7,0
CUST_H4QSSS,145.85,40,1,1
CUST_R0F9ZS,100.55,67,6,1
CUST_MPM0NH,95.98,29,12,1
CUST_VPL6D6,151.11,39,17,0
CUST_27J6F5,99.92,33,15,0
CUST_NYOJQ9,177.68,66,12,1
CUST_FLBVZS,34.14,37,1,0
CUST_ZDOYJM,186.94,12,15,0
CUST_GDFAY3,159.92,49,1,1
CUST_MUSNPK,22.49,75,7,1
CUST_HDAQ7G,73.3,39,11,1
CUST_X74SYX,33.58,10,2,1
CUST_X5ND5D,165.12,73,1,1
CUST_IHGPYE,189.83,63,6,0
CUST_3JKYZM,77.25,63,10,1
CUST_AKTAGX,192.27,60,8,0
CUST_MX67RE,136.95,69,15,1
CUST_WB51BD,138.58,80,14,1
CUST_R789BE,155.07,63,9,1
CUST_7IUYYY,62.11,11,4,0
CUST_QXD5HM,69.8,17,15,1
CUST_52BYGW,31.68,9,5,0
CUST_FWGXVB,184.43,14,11,0
CUST_OY162F,71.28,63,14,1
CUST_5DDA83,62.17,69,1,1
CUST_TPBC4F,123.14,79,3,1
CUST_UWN4O4,191.37,85,9,0
CUST_I17Q9G,118.09,24,15,0
CUST_S86VTI,102.97,9,2,0
CUST_T9V0SK,89.44,66,13,1
CUST_A8JSGT,75.79,59,4,0
CUST_5513OT,119.55,67,13,1
CUST_VEUWUC,32.67,41,3,0
CUST_3I1I51,53.86,61,6,1
CUST_1TB1T9,114.85,24,8,0
CUST_IKI1Z8,95.98,33,15,1
CUST_Y5H0ET,77.22,87,2,0
CUST_5LNW0H,140.74,33,9,1
CUST_69H950,147.54,21,15,1
CUST_QKY6GN,192.54,75,18,0
CUST_OS9PZU,196.67,53,4,0
CUST_7V50B5,75.85,49,11,0
CUST_F0Q7R4,138.66,9,13,1
CUST_ORZPYJ,31.49,39,3,0
CUST_6E0NPW,148.58,30,18,1
CUST_XNM16I,150.46,53,18,1
CUST_2Q7280,157.1,87,2,1
CUST_690U9P,66.29,89,3,0
CUST_ICIWHQ,124.66,44,12,0
CUST_E38EBH,141.7,89,18,1
CUST_75MUKG,161.59,26,14,1
CUST_ABVOW5,128.12,27,5,1
CUST_M63KLC,83.01,13,10,1
CUST_K2Y9EG,74.09,78,17,1
CUST_JJ01ZD,77.97,81,1,1
CUST_54MLRU,57.45,75,8,1
CUST_5RUZ9U,106.34,41,11,0
CUST_4TF5P2,107.75,53,19,1
CUST_XES4HY,137.21,33,14,1
CUST_MESMI1,150.89,47,6,0
CUST_SO29KK,40.58,45,6,1
CUST_DLL5AS,65.78,32,8,1
CUST_NJK9JV,20.8,49,4,1
CUST_IDY7LL,41.46,89,11,1
CUST_UZ9TUU,73.79,26,15,1
CUST_UGE3EG,198.67,46,10,1
CUST_5LSR7E,80.51,29,13,1
CUST_NLDO91,193.69,37,8,1
CUST_4QOPS7,139.11,86,4,1
CUST_70Z9VO,182.51,60,3,0
CUST_GAUP8B,115.25,38,16,1
CUST_GHWGY3,101.19,83,14,1
CUST_CYH3KK,53.82,53,10,0
CUST_4V2APB,144.04,52,6,1
CUST_P912BP,174.74,30,1,0
CUST_U1KVT8,186.48,9,14,1
CUST_G27TGL,108.42,9,15,0
CUST_PJIVHB,152.81,23,18,1
CUST_M7SH3W,132.09,50,11,1
CUST_YS62WF,160.03,86,3,1
CUST_X727PT,132.63,26,18,1
CUST_B8MI7V,162.77,85,18,0
CUST_OOR07A,139.04,89,5,1
CUST_K23LEE,152.97,32,8,0
CUST_PNHSZ7,89.64,87,15,0
CUST_V1I38A,49.9,28,17,1
CUST_YXHNND,39.38,7,9,1
CUST_NGOBJ9,154.48,75,12,0
CUST_D4N0OI,22.22,33,5,1
CUST_7BLH5G,161.11,53,6,1
CUST_6LE5WO,69.63,50,11,1
CUST_W8IZWM,156.04,45,1,1
CUST_3QHYJ3,104.15,79,15,1
CUST_JY6XSR,159.33,61,18,0
CUST_M6D498,49.03,75,2,0
CUST_EDCQYY,136.77,62,1,0
CUST_C7BQZA,97.25,78,12,0
CUST_DXETKX,183.97,35,7,1
CUST_HWBOFC,164.29,57,3,0
CUST_GF2P7G,106.48,21,16,0
CUST_JOKIBK,23,29,12,1
CUST_27MYS3,172.38,83,1,1
CUST_U5PNMX,61.9,40,19,1
CUST_VZN6EN,189.85,70,16,1
CUST_W3E01D,75.42,20,2,1
CUST_G188LB,101.61,22,9,1
CUST_8C8BM6,78.19,63,4,0
CUST_P5OZSC,54.93,10,14,0
CUST_T0B1TM,133.76,64,4,1
CUST_ZBEYJC,52.68,35,10,1
CUST_LANR92,167.4,83,17,1
CUST_9RNS2P,178.31,18,4,0
CUST_95J2M8,133.59,19,18,0
CUST_WV1Z23,161.14,10,14,1
CUST_N07F1D,75.08,51,4,0
CUST_TB6MM3,110.34,57,2,0
CUST_7Z7F7I,166.26,62,12,1
CUST_P3VY3E,67.78,38,11,1
CUST_IIMOUV,119.46,18,5,0
CUST_2DM8JS,120.13,37,14,1
CUST_JPDA4D,121.6,30,12,1
CUST_Z7P0AF,50.51,8,17,0
CUST_KP05KU,34.56,65,4,1
CUST_ON1RIF,79.76,85,17,0
CUST_CID5IG,28.47,6,17,0
CUST_JQRNJW,103.86,81,6,1
CUST_YXOB3H,76.37,44,7,0
CUST_BAXCT5,31.47,83,9,1
CUST_1P1EZC,176.27,52,1,0
CUST_6GVC6S,112.65,35,18,1
CUST_7PCEKN,109.38,75,1,0
CUST_942DWH,187.95,81,16,1
CUST_VWEFQP,191.34,37,14,1
CUST_6Y0GI3,32.6,68,16,0
CUST_6DQPYI,159.97,77,18,1
CUST_44WU3H,25.67,25,17,1
CUST_WBOOR9,22.56,17,11,1
CUST_Q38NWP,197.97,55,9,0
CUST_WY80TC,117.93,68,5,0
CUST_CIXNM4,31.9,26,9,1
CUST_7P9363,179.65,30,18,0
CUST_3V2UWH,36.67,67,11,0
CUST_DCB05J,26.16,23,13,1
CUST_7XZGSU,186.31,38,17,1
CUST_OA3B1Q,32.13,75,11,1
CUST_PKSXAX,91.82,26,17,0
CUST_51X7XG,99.69,82,17,0
CUST_L70EYK,111.03,80,15,1
CUST_FYD7DL,176.42,15,2,1
CUST_5RD37Q,28.9,66,3,0
CUST_9I6KHR,168.24,46,19,1
CUST_2TIGYN,152.99,38,13,1
CUST_V1YWN6,154.53,53,5,0
CUST_8MIV7P,44.37,70,10,0
CUST_99CXKU,157.83,31,11,1
CUST_93K43T,129.15,32,12,0
CUST_EQ76RS,176.99,81,3,0
CUST_PSJF4B,42.04,50,13,0
CUST_XGFX0T,28.23,12,2,1
CUST_1UVMOC,181.41,73,4,1
CUST_206W3O,65.02,74,13,0
CUST_IO4745,60.86,67,9,1
CUST_KFDNPS,28.87,74,7,0
CUST_Y7X3VV,170.7,42,7,0
CUST_0RBRHQ,62.22,74,3,1
CUST_RV48UN,61.64,79,9,0
CUST_JMY5J0,63.26,23,17,1
CUST_SPSE8I,135.81,29,2,1
CUST_25MIZL,91.73,22,3,0
CUST_Y5FN72,94.32,8,13,0
CUST_RX0UJJ,197.67,45,4,0
CUST_9JYH3O,22.38,55,2,0
CUST_N3TC9I,143.78,19,16,1
CUST_IUZ85N,58.38,6,2,0
CUST_FG6S6R,85.87,39,15,1
CUST_JQ9IC9,167.65,34,16,0
CUST_H81P4F,102.94,30,9,1
CUST_UMOEHR,100.03,65,4,0
CUST_933DRW,91.05,66,3,0
CUST_3XYCW3,143.25,89,14,1
CUST_L9TUV8,27.87,42,5,1
CUST_RAZBWS,39.89,30,7,0
CUST_LKLIYR,26.05,46,2,1
CUST_W7UL3B,67.25,45,19,1
CUST_HT2QHG,183.8,63,3,1
CUST_KV8VGQ,179.32,22,9,0
CUST_6UHP2W,184.85,75,17,0
CUST_JZCHXY,130.33,64,14,0
CUST_EFZY3K,132.77,40,6,0
CUST_VCAII2,112.21,88,2,0
CUST_IJ17M7,180.75,7,8,1
CUST_MHNS97,166.53,61,7,0
CUST_EJ9O0L,196.33,8,14,0
CUST_1LXRB3,86.02,12,18,0
CUST_2WBGJJ,103.19,53,19,0
CUST_S5JDRU,153.99,37,8,1
CUST_9XS62L,50.9,88,3,1
CUST_YYUGDY,140.39,6,2,1
CUST_44SJ56,37.89,67,16,0
CUST_JPTYOH,149.72,6,14,1
CUST_TLYLTV,124.22,67,14,1
CUST_ZHWAJA,195.67,12,13,1
CUST_YYOVA2,145.16,37,19,1
CUST_M8RZC4,181.69,65,14,1
CUST_7FSZ5S,164.46,33,16,0
CUST_B5R7LW,23.91,87,16,0
CUST_31ZKUS,34.96,34,3,1
CUST_MU2N8L,78.78,58,5,0
CUST_XXOCAT,192.85,17,9,1
CUST_NXPCA3,53.65,29,12,0
CUST_BM5R2X,70.91,55,4,1
CUST_R2ZD37,145.16,30,6,1
CUST_MT0BYA,96.64,66,10,0
CUST_ZQ35HY,26.7,83,15,1
CUST_MKIBGY,33.8,13,2,0
CUST_QNM6XA,136.2,88,7,0
CUST_7W6RN4,125.47,54,15,1
CUST_T25HCY,163.81,77,2,0
CUST_77RUUC,195.45,22,16,1
CUST_ZJNWS7,180.63,26,5,1
CUST_MENASY,169.33,41,10,0
CUST_TRVQNL,111.23,18,5,0
CUST_BKYWR6,156.08,5,16,1
CUST_TO8WIK,106.71,46,2,0
CUST_9H2HPU,121.44,20,11,0
CUST_ZEWF92,182.28,46,19,1
CUST_PFF0VR,112.86,80,16,0
CUST_DDXSAC,150.43,10,4,0
CUST_OJN0HB,160.28,50,10,1
CUST_J6GSAJ,61.14,21,9,0
CUST_MHOJB8,199.08,51,9,1
CUST_D2HJ29,20.5,37,2,1
CUST_XWZRLC,153.79,64,16,0
CUST_LIEEO1,24.26,82,5,0
CUST_LMB24Z,52.44,40,8,1
CUST_M59TCB,77.32,59,13,0
CUST_1FA3B5,149.19,58,5,1
CUST_OOYKLW,90.75,53,5,0
CUST_XEXNX2,43.55,21,9,1
CUST_D80XFB,88.35,7,10,1
CUST_RN5RTY,147.73,8,7,1
CUST_YMCKVV,35.55,13,16,1
CUST_U30P9Y,130.72,81,8,0
CUST_9ZVDQD,52.86,24,6,1
CUST_H2KZAZ,47.73,89,6,0
CUST_6Z78N9,197.38,50,6,0
CUST_ALJ3TD,93.75,71,17,1
CUST_MPJ217,195.97,40,4,0
CUST_CJE3M4,58.98,49,11,0
CUST_59NU2J,76.81,50,5,1
CUST_RT2LA6,89.03,40,5,0
CUST_FMR6QZ,145.82,86,2,0
CUST_7PX3BJ,71.94,6,10,1
CUST_XYLLIY,28.96,24,19,1
CUST_OF8S86,179.56,63,10,0
CUST_XYQWK4,82.85,88,16,1
CUST_ESJ0J5,113.37,76,9,1
CUST_5QUBKH,98.07,51,9,1
CUST_AU6PRB,137.27,70,14,1
CUST_C31U2I,111.33,76,4,0
CUST_961REG,79.27,44,10,0
CUST_6O50QW,57.21,43,1,1
CUST_TSWDZU,174.8,89,1,0
CUST_RI9W17,134.31,76,5,0
CUST_AXATBL,119.78,58,9,0
CUST_GNACGL,70.6,53,5,1
CUST_C0YU8J,186.35,36,1,1
